species,longitude,latitude
Humpback Whale,-17.633718,66.060257
Humpback Whale,-17.613839,66.049404
Humpback Whale,-17.598225,66.042543
Humpback Whale,-17.562828,66.048293
Humpback Whale,-17.588037,66.049234
Humpback Whale,-17.637567,66.059709
Humpback Whale,-17.591861,66.055153
Humpback Whale,-17.59873,66.056133
Humpback Whale,-17.613976,66.056442
Humpback Whale,-17.598262,66.038665
Humpback Whale,-17.673324,66.058765
Humpback Whale,-17.621338,65.993594
Humpback Whale,-17.545986,66.079245
Humpback Whale,-17.555305,66.073154
Humpback Whale,-17.537968,66.081767
Humpback Whale,-17.536728,66.087638
Humpback Whale,-17.404505,66.041447
Humpback Whale,-17.483657,65.997107
Humpback Whale,-17.650793,66.047365
Humpback Whale,-17.694544,66.104578
Humpback Whale,-17.689234,66.096668
Humpback Whale,-17.684511,66.103933
Humpback Whale,-17.702413,66.10484
Humpback Whale,-17.721038,66.123143
Humpback Whale,-17.630379,66.090645
Humpback Whale,-17.567819,66.078269
Humpback Whale,-17.569997,66.078016
Humpback Whale,-17.682253,66.105167
Humpback Whale,-17.685225,66.106117
Humpback Whale,-17.689655,66.10649
Humpback Whale,-17.485343,66.07019
Humpback Whale,-17.506652,66.070678
Humpback Whale,-17.675576,66.104842
Humpback Whale,-17.539164,66.053381
Humpback Whale,-17.486943,66.048949
Humpback Whale,-17.486943,66.048949
Humpback Whale,-17.509861,66.050793
Humpback Whale,-17.642193,66.095405
Humpback Whale,-17.673609,66.082848
Humpback Whale,-17.657649,66.082358
Humpback Whale,-17.556612,66.070509
Humpback Whale,-18.14584,65.815013
Humpback Whale,-18.141704,65.818201
Humpback Whale,-17.681593,66.101161
Humpback Whale,-17.669981,66.099343
Humpback Whale,-17.563127,66.079241
Humpback Whale,-17.616272,66.085936
Humpback Whale,-17.667043,66.086559
Humpback Whale,-17.604024,66.062542
Humpback Whale,-17.600881,66.085189
Humpback Whale,-17.546366,66.091056
Humpback Whale,-17.671029,66.103318
Humpback Whale,-17.686801,66.112082
Humpback Whale,-17.681902,66.108202
Humpback Whale,-17.621391,66.089486
Humpback Whale,-17.628661,66.093128
Humpback Whale,-17.621509,66.103027
Humpback Whale,-17.679867,66.109905
Humpback Whale,-17.695704,66.118617
Humpback Whale,-17.689566,66.112779
Humpback Whale,-17.717261,66.113915
Humpback Whale,-17.606917,66.096751
