species,longitude,latitude
Humpback Whale,-17.590561,66.113018
Humpback Whale,-17.586636,66.08607
Humpback Whale,-17.549379,66.081555
Humpback Whale,-17.557625,66.087133
Humpback Whale,-17.476778,66.112091
Humpback Whale,-17.505233,66.107575
Humpback Whale,-17.530474,66.097593
Humpback Whale,-17.468662,66.111281
Humpback Whale,-17.492351,66.106896
Humpback Whale,-17.510049,66.106778
Humpback Whale,-17.490853,66.083479
Humpback Whale,-17.507173,66.084345
Humpback Whale,-17.52472,66.071589
Humpback Whale,-17.528156,66.10624
Humpback Whale,-17.494251,66.109359
Humpback Whale,-17.491756,66.113187
Humpback Whale,-17.548703,66.073426
Humpback Whale,-17.547375,66.073431
Humpback Whale,-17.537829,66.071361
Humpback Whale,-17.562684,66.074279
Humpback Whale,-17.594737,66.077311
Humpback Whale,-17.552488,66.078081
Humpback Whale,-17.647167,66.089202
Humpback Whale,-17.592542,66.081003
Humpback Whale,-17.629124,66.090518
Humpback Whale,-17.631327,66.091168
Humpback Whale,-17.536311,66.082172
Humpback Whale,-17.594514,66.071714
Humpback Whale,-17.601906,66.071081
Humpback Whale,-17.611618,66.075087
Humpback Whale,-17.691218,66.082244
Humpback Whale,-17.548254,66.087103
Humpback Whale,-17.641727,66.07024
Humpback Whale,-17.628057,66.075751
Humpback Whale,-17.531654,66.097502
Humpback Whale,-17.553099,66.092213
Humpback Whale,-17.554475,66.083659
Humpback Whale,-17.496463,66.067816
Humpback Whale,-17.654602,66.073089
Humpback Whale,-17.662965,66.0707
Humpback Whale,-17.674486,66.111414
Humpback Whale,-17.542658,66.075358
Humpback Whale,-17.678535,66.10993
Humpback Whale,-17.660631,66.081412
Humpback Whale,-17.65107,66.08015
Humpback Whale,-17.660206,66.073616
Humpback Whale,-17.661302,66.073727
Humpback Whale,-17.613797,66.05938
Humpback Whale,-17.633962,66.026679
Humpback Whale,-17.629758,66.018831
Humpback Whale,-17.645213,66.036976
Humpback Whale,-17.562085,66.098008
Humpback Whale,-17.558374,66.08965
Humpback Whale,-17.664051,66.08949
Humpback Whale,-18.315195,66.001604
Humpback Whale,-17.57217,66.107577
Humpback Whale,-17.598143,66.104626
Humpback Whale,-17.606525,66.10204
Humpback Whale,-17.618224,66.102196
Humpback Whale,-17.621338,66.090125
Humpback Whale,-18.487169,66.071959
Humpback Whale,-18.487169,66.071959
Humpback Whale,-18.487169,66.071959
Humpback Whale,-18.484128,66.08731
Humpback Whale,-18.484128,66.08731
Humpback Whale,-18.484128,66.08731
Humpback Whale,-18.513119,66.15153
Humpback Whale,-18.513119,66.15153
Humpback Whale,-18.513119,66.15153
Humpback Whale,-18.612208,66.185328
Humpback Whale,-18.612208,66.185328
Humpback Whale,-18.612208,66.185328
Humpback Whale,-18.461761,66.167261
Humpback Whale,-18.461761,66.167261
Humpback Whale,-18.461761,66.167261
Humpback Whale,-18.438395,66.162361
Humpback Whale,-18.438395,66.162361
Humpback Whale,-18.438395,66.162361
Humpback Whale,-18.430543,66.162127
Humpback Whale,-18.430543,66.162127
Humpback Whale,-18.430543,66.162127
Humpback Whale,-17.516184,66.102989
Humpback Whale,-18.417706,66.150759
Humpback Whale,-18.417706,66.150759
Humpback Whale,-18.417706,66.150759
Humpback Whale,-17.522465,66.124254
Humpback Whale,-18.417665,66.146924
Humpback Whale,-18.417665,66.146924
Humpback Whale,-18.417665,66.146924
Humpback Whale,-17.57205,66.099989
Humpback Whale,-17.617456,66.094914
Humpback Whale,-17.538761,66.08404
Humpback Whale,-17.544408,66.08419
Humpback Whale,-17.552304,66.083988
Humpback Whale,-17.561544,66.089581
Humpback Whale,-17.619648,66.058107
Humpback Whale,-17.618982,66.060837
Humpback Whale,-17.552192,66.101216
Humpback Whale,-17.608593,66.094522
Humpback Whale,-17.617977,66.073518
Humpback Whale,-17.62558,66.050092
Humpback Whale,-17.603568,66.066928
Humpback Whale,-17.64825,66.057163
Humpback Whale,-17.388915,66.036844
Humpback Whale,-17.619285,66.031484
Humpback Whale,-17.505064,66.078511
Humpback Whale,-17.571831,66.095931
Humpback Whale,-17.588387,66.097924
Humpback Whale,-17.630005,66.089391
Humpback Whale,-17.641033,66.085792
Humpback Whale,-17.630302,66.082633
Humpback Whale,-17.414392,66.056321
Humpback Whale,-17.472101,66.059744
Humpback Whale,-17.495079,66.057851
Humpback Whale,-17.544923,66.056015
Humpback Whale,-17.560135,66.064398
Humpback Whale,-17.577112,66.082562
Humpback Whale,-17.599158,66.086109
Humpback Whale,-17.582236,66.082792
Humpback Whale,-17.470558,66.064728
Humpback Whale,-17.500237,66.064313
Humpback Whale,-17.547433,66.063524
Humpback Whale,-17.616655,66.069837
Humpback Whale,-17.604593,65.99921
Humpback Whale,-17.639175,66.062152
Humpback Whale,-17.711309,66.093387
Humpback Whale,-17.714943,66.097176
Humpback Whale,-17.602306,66.078325
Humpback Whale,-17.614495,66.083561
Humpback Whale,-17.652157,66.094739
Humpback Whale,-17.494067,66.062058
Humpback Whale,-17.522796,66.065869
Humpback Whale,-17.55535,66.075412
Humpback Whale,-17.559864,66.076351
Humpback Whale,-17.585174,66.060769
Humpback Whale,-17.60117,66.061588
Humpback Whale,-17.516265,66.052015
Humpback Whale,-17.610253,66.086682
Humpback Whale,-17.639315,66.085553
Humpback Whale,-17.655336,66.078641
Humpback Whale,-17.597636,66.035403
Humpback Whale,-17.659655,66.036882
Humpback Whale,-17.660132,66.038006
Humpback Whale,-17.591054,66.068896
