species,longitude,latitude
Humpback Whale,-17.565732,66.0432574
Humpback Whale,-17.566301,66.0441845
Humpback Whale,-17.539053,66.0415149
Humpback Whale,-17.572347,66.0389622
Humpback Whale,-17.580551,66.0400885
Humpback Whale,-17.553441,66.0412518
Humpback Whale,-17.570836,66.0457536
Humpback Whale,-17.421408,66.0590009
Humpback Whale,-17.466133,66.0716373
Humpback Whale,-17.522281,66.0604758
Humpback Whale,-17.324893,66.1869745
Humpback Whale,-17.323067,66.1880325
Humpback Whale,-17.493261,66.1368029
Humpback Whale,-17.379945,66.0616306
Humpback Whale,-17.341522,66.1729916
Humpback Whale,-17.349953,66.1901121
