species,longitude,latitude
Humpback Whale,-17.659717,66.049366
Humpback Whale,-17.646772,66.042142
Humpback Whale,-17.468192,66.235662
Humpback Whale,-17.715525,66.2729
Humpback Whale,-17.731542,66.217802
Humpback Whale,-17.734508,66.204825
Humpback Whale,-17.600835,66.050134
Humpback Whale,-17.530178,66.028984
Humpback Whale,-17.536762,66.079358
Humpback Whale,-17.654712,66.075663
Humpback Whale,-17.659678,66.089818
Humpback Whale,-17.543426,66.066674
Humpback Whale,-17.590536,66.072983
Humpback Whale,-17.502099,66.074289
Humpback Whale,-17.569775,66.06393
Humpback Whale,-17.682915,66.061499
Humpback Whale,-17.541908,66.07521
Humpback Whale,-17.509486,66.04382
Humpback Whale,-17.564349,66.058326
Humpback Whale,-17.614323,66.050977
Humpback Whale,-17.506633,66.048876
Humpback Whale,-17.363195,66.052521
Humpback Whale,-17.363195,66.052521
Humpback Whale,-17.363218,66.052487
Humpback Whale,-17.363164,66.052483
Humpback Whale,-17.363228,66.052438
Humpback Whale,-17.544962,66.07
Humpback Whale,-17.590255,66.064186
Humpback Whale,-17.362954,66.052551
Humpback Whale,-17.570886,66.069908
Humpback Whale,-17.363092,66.052493
Humpback Whale,-17.519393,66.072301
Humpback Whale,-17.526548,66.068911
Humpback Whale,-17.559143,66.057052
Humpback Whale,-17.573244,66.046183
Humpback Whale,-17.57819,66.074118
Humpback Whale,-17.448678,66.043235
Humpback Whale,-17.565361,66.05753
Humpback Whale,-17.64928,66.084891
Humpback Whale,-17.650097,66.043735
Humpback Whale,-17.649203,66.04678
Humpback Whale,-17.558374,66.057833
Humpback Whale,-17.559713,66.047702
Humpback Whale,-17.573026,66.044267
Humpback Whale,-17.629331,66.027584
Humpback Whale,-17.4458,66.048649
Humpback Whale,-17.472104,66.094484
Humpback Whale,-17.50216,66.101694
Humpback Whale,-17.363018,66.052522
Humpback Whale,-17.419789,66.121735
Humpback Whale,-17.491783,66.100454
Humpback Whale,-17.517119,66.095981
Humpback Whale,-17.516775,66.087991
Humpback Whale,-17.409904,66.060386
Humpback Whale,-17.462045,66.055279
Humpback Whale,-17.5702,66.069193
Humpback Whale,-17.504556,66.047102
Humpback Whale,-17.515168,66.040954
Humpback Whale,-17.540441,66.036979
Humpback Whale,-17.584648,66.122964
Humpback Whale,-17.656791,66.079172
Humpback Whale,-17.646454,66.015175
Humpback Whale,-17.651951,66.021934
Humpback Whale,-17.659273,66.136096
Humpback Whale,-17.36238,66.052174
Humpback Whale,-17.36235,66.052233
Humpback Whale,-17.362247,66.052252
Humpback Whale,-17.52541,66.075176
Humpback Whale,-17.624177,66.061686
Humpback Whale,-17.515146,66.061306
Humpback Whale,-17.564479,66.057627
Humpback Whale,-17.499379,66.061376
Humpback Whale,-17.516574,66.073309
Humpback Whale,-17.469941,66.057531
Humpback Whale,-17.592545,66.052909
Humpback Whale,-17.490083,66.045373
Humpback Whale,-17.502597,66.041663
Humpback Whale,-17.52991,66.041618
Humpback Whale,-17.559113,66.045304
Humpback Whale,-17.574893,66.040953
Humpback Whale,-17.589152,66.048943
Humpback Whale,-17.579985,66.048516
Humpback Whale,-17.508451,66.050393
Humpback Whale,-17.362241,66.052226
Humpback Whale,-17.548602,66.049847
Humpback Whale,-17.545147,66.044671
Humpback Whale,-17.526499,66.067191
Humpback Whale,-17.54102,66.072224
Humpback Whale,-17.62161,66.051174
Humpback Whale,-17.528617,66.110916
Humpback Whale,-17.602084,66.104157
Humpback Whale,-17.550617,66.065746
Humpback Whale,-17.636064,66.122989
Humpback Whale,-17.630265,66.163372
Humpback Whale,-17.440763,66.132885
Humpback Whale,-17.418915,66.133782
Humpback Whale,-17.36232,66.052262
Humpback Whale,-17.628615,66.077754
Humpback Whale,-17.524106,66.104131
Humpback Whale,-17.509067,66.15144
Humpback Whale,-17.56029,66.114606
Humpback Whale,-17.540074,66.12006
Humpback Whale,-17.649285,66.088396
Humpback Whale,-17.469608,66.041693
Humpback Whale,-17.362439,66.052195
Humpback Whale,-17.362362,66.052197
Humpback Whale,-17.453563,66.104296
Humpback Whale,-17.458205,66.10589
