species,longitude,latitude
Humpback Whale,-17.646006,66.086487
Humpback Whale,-17.610148,66.084349
Humpback Whale,-17.636814,66.130701
Humpback Whale,-17.607216,66.123826
Humpback Whale,-17.560073,66.063647
Humpback Whale,-17.550554,66.087084
Humpback Whale,-17.56207,66.079515
Humpback Whale,-17.600335,66.106195
Humpback Whale,-17.603623,66.11872
Humpback Whale,-17.68214,66.096654
Humpback Whale,-17.686605,66.095631
Humpback Whale,-17.696893,66.094072
Humpback Whale,-17.574827,66.07021
Humpback Whale,-17.553281,66.07991
Humpback Whale,-17.540558,66.082545
Humpback Whale,-17.565964,66.127898
Humpback Whale,-17.576655,66.131922
Humpback Whale,-17.527222,66.13717
Humpback Whale,-17.51204,66.135657
Humpback Whale,-17.507685,66.146707
Humpback Whale,-17.721881,66.092901
Humpback Whale,-17.721707,66.094475
Humpback Whale,-17.712378,66.087694
Humpback Whale,-17.603585,66.085493
Humpback Whale,-17.662957,66.096851
Humpback Whale,-17.689061,66.087846
Humpback Whale,-17.706339,66.085675
Humpback Whale,-17.711478,66.09032
Humpback Whale,-17.611273,66.030059
Humpback Whale,-17.611318,66.034152
Humpback Whale,-17.543839,66.073914
Humpback Whale,-17.642507,66.084894
Humpback Whale,-17.686691,66.114229
Humpback Whale,-17.676494,66.108598
Humpback Whale,-17.665128,66.106176
Humpback Whale,-17.671833,66.132138
Humpback Whale,-17.59013,66.080371
Humpback Whale,-17.611736,66.099213
Humpback Whale,-17.618674,66.108314
Humpback Whale,-17.618032,66.129836
Humpback Whale,-17.517407,66.094702
Humpback Whale,-17.683532,66.123517
Humpback Whale,-17.706518,66.103534
Humpback Whale,-17.687112,66.098446
Humpback Whale,-17.537725,66.075835
Humpback Whale,-17.699336,66.103177
Humpback Whale,-17.679857,66.084107
Humpback Whale,-17.596178,66.070908
Humpback Whale,-17.604354,66.083753
Humpback Whale,-17.646849,66.125435
Humpback Whale,-17.646727,66.125502
Humpback Whale,-17.594744,66.133861
Humpback Whale,-17.658369,66.133904
Humpback Whale,-17.629695,66.134768
Humpback Whale,-17.702698,66.121016
Humpback Whale,-17.708728,66.114742
Humpback Whale,-17.57175,66.063397
Humpback Whale,-17.629495,66.129963
Humpback Whale,-17.693355,66.144567
Humpback Whale,-17.639152,66.127151
Humpback Whale,-17.727106,66.111129
Humpback Whale,-17.707367,66.124736
Humpback Whale,-17.740308,66.116078
Humpback Whale,-17.755629,66.104244
Humpback Whale,-17.611315,66.077397
Humpback Whale,-17.616734,66.083747
Humpback Whale,-17.662315,66.096432
Humpback Whale,-17.589437,66.090214
Humpback Whale,-17.580817,66.098177
Humpback Whale,-17.627302,66.108242
Humpback Whale,-17.650046,66.101423
Humpback Whale,-17.733368,66.131574
Humpback Whale,-17.598778,66.096502
Humpback Whale,-17.670417,66.12247
Humpback Whale,-17.672192,66.122702
Humpback Whale,-17.673505,66.122894
Humpback Whale,-17.504031,66.073074
Humpback Whale,-17.678243,66.108278
Humpback Whale,-17.669142,66.116778
Humpback Whale,-17.693687,66.099243
Humpback Whale,-17.423787,66.057794
Humpback Whale,-17.586836,66.086609
Humpback Whale,-17.588728,66.086302
Humpback Whale,-17.626695,66.081088
Humpback Whale,-17.446126,66.056815
Humpback Whale,-17.585688,66.088243
Humpback Whale,-17.73105,66.19198
Humpback Whale,-17.559009,66.089347
Humpback Whale,-17.605075,66.100043
Humpback Whale,-17.603224,66.086517
Humpback Whale,-17.61127,66.075184
Humpback Whale,-17.578979,66.073022
Humpback Whale,-17.495804,66.076369
Humpback Whale,-17.504099,66.075157
Humpback Whale,-17.523377,66.07048
Humpback Whale,-17.541915,66.06513
Humpback Whale,-17.570474,66.061924
Humpback Whale,-17.548144,66.075607
Humpback Whale,-17.573204,66.067965
Humpback Whale,-17.43661,66.089639
Humpback Whale,-17.567919,66.071038
Humpback Whale,-17.495784,66.08606
Humpback Whale,-17.515615,66.088192
Humpback Whale,-17.535387,66.079415
Humpback Whale,-17.644512,66.069587
Humpback Whale,-17.473376,66.106311
Humpback Whale,-17.494945,66.10693
Humpback Whale,-17.528735,66.102478
Humpback Whale,-17.530575,66.101401
Humpback Whale,-17.531357,66.105721
Humpback Whale,-17.532571,66.105428
Humpback Whale,-17.531806,66.108308
Humpback Whale,-17.536408,66.099802
Humpback Whale,-17.542343,66.088438
Humpback Whale,-17.467604,66.153607
Humpback Whale,-17.645829,66.122761
Humpback Whale,-17.480232,66.061037
Humpback Whale,-17.47334,66.087767
Humpback Whale,-17.439494,66.10688
Humpback Whale,-17.663091,66.066652
Humpback Whale,-17.707706,66.082881
Humpback Whale,-17.598783,66.104127
Humpback Whale,-17.643763,66.082385
Humpback Whale,-17.628234,66.079265
Humpback Whale,-17.657282,66.078511
Humpback Whale,-17.663209,66.073181
Humpback Whale,-17.661177,66.074118
Humpback Whale,-17.638406,66.077932
Humpback Whale,-17.510296,66.062646
Humpback Whale,-17.640001,66.07671
Humpback Whale,-17.60125,66.073038
