species,longitude,latitude
Humpback Whale,-17.636314,66.058766
Humpback Whale,-17.592974,66.058651
Humpback Whale,-17.624566,66.059594
Humpback Whale,-17.521889,66.063794
Humpback Whale,-17.606831,66.076666
Humpback Whale,-17.616458,66.070232
Humpback Whale,-17.645663,66.074874
Humpback Whale,-17.501526,66.116539
Humpback Whale,-18.230813,65.886427
Humpback Whale,-17.589492,65.995966
Humpback Whale,-17.565578,66.042492
Humpback Whale,-17.648362,66.028586
Humpback Whale,-17.596348,66.036275
Humpback Whale,-17.692196,66.074955
Humpback Whale,-17.618512,66.048269
Humpback Whale,-17.590825,65.997825
Humpback Whale,-17.619431,66.081323
Humpback Whale,-17.625156,66.080636
Humpback Whale,-17.602456,66.012379
Humpback Whale,-17.557047,66.007633
Humpback Whale,-17.554562,66.002271
Humpback Whale,-17.624056,66.032201
Humpback Whale,-17.620944,66.047702
Humpback Whale,-17.519103,66.088598
Humpback Whale,-17.540189,66.096184
Humpback Whale,-17.570909,66.117337
Humpback Whale,-17.572389,66.115014
Humpback Whale,-17.470225,66.177126
Humpback Whale,-17.661533,66.125946
Humpback Whale,-17.545066,66.253427
Humpback Whale,-17.508852,66.040182
Humpback Whale,-17.59192,66.051649
Humpback Whale,-17.587386,66.035681
Humpback Whale,-17.685505,66.14045
Humpback Whale,-17.713798,66.14708
Humpback Whale,-17.698457,66.142354
Humpback Whale,-17.345719,66.045696
Humpback Whale,-17.677428,66.103067
Humpback Whale,-17.694233,66.114641
Humpback Whale,-17.764164,66.157631
Humpback Whale,-17.760858,66.163702
Humpback Whale,-17.630873,66.091844
Humpback Whale,-17.690758,66.09074
Humpback Whale,-17.459326,66.064896
Humpback Whale,-17.572114,66.065106
Humpback Whale,-17.54451,66.111835
Humpback Whale,-17.577451,66.142897
Humpback Whale,-17.521778,66.14746
Humpback Whale,-17.481219,66.14436
Humpback Whale,-17.49336,66.140852
Humpback Whale,-17.517273,66.120274
Humpback Whale,-17.514135,66.11895
Humpback Whale,-17.509564,66.116086
Humpback Whale,-17.503666,66.114027
Humpback Whale,-17.474792,66.081799
Humpback Whale,-17.499573,66.085633
Humpback Whale,-17.535997,66.112804
Humpback Whale,-17.588247,66.125384
Humpback Whale,-17.558021,66.131481
Humpback Whale,-17.490852,66.105764
Humpback Whale,-17.484399,66.10267
Humpback Whale,-17.570936,66.124449
Humpback Whale,-17.566731,66.13211
Humpback Whale,-17.578684,66.135661
Humpback Whale,-17.574278,66.134497
Humpback Whale,-17.569172,66.134842
Humpback Whale,-17.569246,66.134277
Humpback Whale,-17.569997,66.135875
Humpback Whale,-17.589226,66.13569
Humpback Whale,-17.596364,66.12824
Humpback Whale,-17.576523,66.152168
Humpback Whale,-17.623731,66.154866
Humpback Whale,-17.627144,66.156392
Humpback Whale,-17.607273,66.140069
Humpback Whale,0.0,0.0
Humpback Whale,-17.474972,66.116467
Humpback Whale,-17.479081,66.169697
Humpback Whale,-17.509613,66.164094
Humpback Whale,-17.555456,66.180497
Humpback Whale,-17.634889,66.136952
